id,title,dateSigned,description,status,awardID,value_amount,value_currency,period_endDate,period_startDate,period_maxExtentDate,period_durationInDays,main_ocid,main_id
3293,65580,2025-04-10T13:15:06Z,PUBLIC SPEAKING AND PRESENTATION SKILLS TRAINING FOR 9 DELEGATES FOR 9 DELEGATES,active,44908,102465,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-117415,ocds-9t57fa-117415-2025-02-25T00:00:00Z
3627,SCMU8-25/26-0039,2025-08-05T13:19:15Z,SCMU8-25/26-0039: BID DOCUMENT FOR CONSTRUCTION OF A POULTRY STRUCTURE AT TSOLO AGRICULTURE AND RURAL DEVELOPMENT INSTITUTE,active,50350,3482638,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-118938,ocds-9t57fa-118938-2025-04-01T00:00:00Z
3299,65808,2025-04-10T15:34:13Z,Lunch for Municipal Legal Practitioners Conference 27-28 March 2025.,active,46163,0,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-119140,ocds-9t57fa-119140-2025-03-04T00:00:00Z
3947,SCMU6-18/19-0005,2025-10-31T13:08:45Z,"APPOINTMENT OF A SUITABLY QUALIFIED SERVICE PROVIDER FOR THE IMPLEMENTATION OF AN INTEGRATED MARKETING COMMUNICATION STRATEGY, BRANDING, ADVERTISING, EVENTS MANAGEMENT, PUBLIC RELATIONS, THE PRODUCTION OF EDUCATIONAL MATERIALS AND COMMUNICATIONS AS WELL AS TARGETED STAND-ALONE COMMUNICATION CAMPAIGN PROJECTS FOR FLAGSHIP LINE ITEMS I.E INFRASTRUCTURE, EARLY CHILDHOOD DEVELOPMENT, NATIONAL SCHOOL NUTRITION PROGRAMME ETC, IN SUPPORT OF THE OBJECTIVES OF THE EASTERN CAPE DEPARTMENT OF EDUCATION.",active,45975,0,ZAR,2022-09-09T00:00:00Z,2019-09-10T00:00:00Z,2022-09-09T00:00:00Z,1095,ocds-9t57fa-119526,ocds-9t57fa-119526-2019-09-12T00:00:00Z
3345,65903,2025-04-24T10:27:46Z,SKILLS AUDIT SUPPORT FOR !KHEIS LOCAL MUNICIPALITY FROM 31ST MARCH 2025 TO 31ST MARCH 2026,active,46549,1150000,ZAR,2026-03-31T00:00:00Z,2025-03-31T00:00:00Z,2026-03-31T00:00:00Z,365,ocds-9t57fa-120302,ocds-9t57fa-120302-2025-03-17T00:00:00Z
3509,GMQ075/24-25,2025-07-01T10:57:50Z,"GMQ 075 of 24-25– Appointment Of A Service Provider For The Landscaping And Planting Of New Flowerbeds At The York Street Traffic Circle, Unity Park, Parts Of York Street Medians And George Waste Transfer Station",active,49594,133496,ZAR,2026-06-29T00:00:00Z,2025-06-30T00:00:00Z,2026-06-29T00:00:00Z,364,ocds-9t57fa-121416,ocds-9t57fa-121416-2025-05-06T00:00:00Z
3787,P3/TIP/01/25,2025-09-10T12:32:00Z,APPOINTMENT OF A SERVICE PROVIDER  FOR THE DEVELOPMENT  OF AN INTEGRATED TRADE AND INVESTMENT STRATEGY 2025-2030 FOR THE PROVINCE OF KWAZULU - NATAL FOR A PERIOD OF SIX MONTHS,active,50330,426783,ZAR,2026-02-28T00:00:00Z,2025-09-01T00:00:00Z,2026-02-28T00:00:00Z,180,ocds-9t57fa-122608,ocds-9t57fa-122608-2025-05-19T00:00:00Z
3501,3100038129,2025-06-30T10:40:35Z,BUILDING WORKS,active,48563,245670,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-124179,ocds-9t57fa-124179-2025-05-19T00:00:00Z
3485,66399,2025-06-20T14:28:25Z,Procurement of Camera Lenses 50mm x 11 short and 100mm x 11 Long,active,48982,241034,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-124956,ocds-9t57fa-124956-2025-05-27T00:00:00Z
3965,SCMU8-25/26-0071,2025-11-04T13:33:06Z,SUPPLY AND DELIVERY OF (39) BULK LAPTOPS FOR VETERINARY SERVICES OFFICIALS,active,54552,879139,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-125182,ocds-9t57fa-125182-2025-06-17T00:00:00Z
3567,66374,2025-07-15T09:28:39Z,"APPOINTMENT OF A SERVICE PROVIDER TO ASSIST SALGA WITH THE REVIEW OF THE WHITE PAPER ON LOCAL GOVERNMENT
",active,49391,400700,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-125850,ocds-9t57fa-125850-2025-04-29T00:00:00Z
3502,3100038346,2025-06-30T10:41:02Z,Venue hire,active,49531,535220,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-126409,ocds-9t57fa-126409-2025-06-03T00:00:00Z
3643,67239,2025-08-07T08:32:41Z,50 registration Portal for Delegates and Exhibitors for 36 Months,active,51932,776250,ZAR,2028-07-18T00:00:00Z,2025-07-17T00:00:00Z,2028-07-18T00:00:00Z,1097,ocds-9t57fa-128900,ocds-9t57fa-128900-2025-07-15T00:00:00Z
3946,P6/TOUR/03/25,2025-10-31T12:42:10Z,APPOINTMENT OF A SERVICE PROVIDER TO COORDINATE AND FACILITATE THE UPSKILLING AND PLACEMENT OF HOSPITALITY EDUCATORS FOR PRACTICAL EXPERIENCE WITHIN THE SECTOR FOR A PERIOD OF 06 MONTHS.,active,54697,844000,ZAR,2026-04-30T00:00:00Z,2025-11-01T00:00:00Z,2026-04-30T00:00:00Z,180,ocds-9t57fa-129050,ocds-9t57fa-129050-2025-07-29T00:00:00Z
3639,67382,2025-08-06T09:57:19Z,"SALGA Branded Swiss Cougar Bratislava fast Charge 22.5w Power Bank - 10,000mah for NMA X400.",active,52326,143520,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-129821,ocds-9t57fa-129821-2025-07-15T00:00:00Z
4001,P3/ID/04/25,2025-11-11T14:52:25Z,APPOINTMENT OF A SERVICE PROVIDER  TO CONDUCT HIDES AND SKIN MARKET ACCESS TRAINING IN ZULULAND DISTRICT FOR A PERIOD OF  4 MONTHS.,active,56540,976055,ZAR,2026-03-09T00:00:00Z,2025-11-10T00:00:00Z,2026-03-09T00:00:00Z,119,ocds-9t57fa-132608,ocds-9t57fa-132608-2025-09-02T00:00:00Z
3794,3100038901,2025-09-15T09:56:26Z,DESTRUCTION OF GOODS: DENVER,active,54780,546750,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-133918,ocds-9t57fa-133918-2025-08-19T00:00:00Z
3978,67859,2025-11-05T16:20:00Z,PROCUREMENT OF 350 SALGA BRANDED GOLF SHIRTS FOR LIMPOPO PMA,active,57397,127512,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-135334,ocds-9t57fa-135334-2025-08-11T00:00:00Z
3864,68538,2025-10-15T13:28:06Z,SUPPLY AND INSTALLATION OF 2nd BATCH OFFICE FURNITURE IN MPUMALANGA PROVINCIAL OFFICE,active,56460,591146,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-136887,ocds-9t57fa-136887-2025-10-14T00:00:00Z
3867,31-39212,2025-10-16T10:02:03Z,Catering - Half-day Conference package,active,56487,119000,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-137013,ocds-9t57fa-137013-2025-10-06T00:00:00Z
3871,3100038635,2025-10-17T07:06:52Z,Request for consultancy services,active,56536,299000,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-137147,ocds-9t57fa-137147-2025-06-30T00:00:00Z
3882,3100038995,2025-10-20T11:55:51Z,Destruction Various clothing,active,56616,686945,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-137394,ocds-9t57fa-137394-2025-08-18T00:00:00Z
3933,68376,2025-10-30T15:33:01Z,Production of SALGA Cluster Profiling Videos.,active,57075,488500,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-137687,ocds-9t57fa-137687-2025-09-09T00:00:00Z
4047,3100039507,2025-11-21T13:59:43Z,Disposal of various goods,active,58286,356500,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-141384,ocds-9t57fa-141384-2025-10-20T00:00:00Z
4087,69335,2025-11-28T08:59:26Z,"THE APPOINTMENT OF A SERVICE PROVIDER FOR PROMOTIONAL
BRANDING ITEMS _ FOR 1300 OKIYO FUNCTIONAL 3-FOLD ECO NOTEBOOK WITH REPLACEABLE WITH
WRITING PAD 3-FOLD FOR NMAs HELD ON THE 25TH NOVEMEBER 2025 AT DURBAN ICC.",active,58434,153400,ZAR,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0,ocds-9t57fa-141977,ocds-9t57fa-141977-2025-11-04T00:00:00Z
115,DGO/02/40,2022-05-13T09:35:26Z,"
INVITATION FOR A BIDDER/S TO PROVIDE A ‘ONE-STOP’ VENUE THAT IS INCLUSIVE OF (1) DÉCOR SERVICES, (2) CATERING SERVICES, (3) SOUND, STAGE AND TECHNICAL REQUIREMENTS, 
 AND (4) EVENT REGISTRATION AND ACCREDITATION SERVICES FOR THE ANNUAL UBUNTU AWARDS WHICH WILL TAKE PLACE ON 12 FEBRUARY 2022, IN CAPE TOWN, WESTERN CAPE.
",active,1827,4322296,ZAR,2022-02-10T00:00:00Z,2022-02-10T00:00:00Z,2022-02-10T00:00:00Z,0,ocds-9t57fa-19766,ocds-9t57fa-19766-2022-03-29T00:00:00Z
123,310031010,2022-05-20T10:31:58Z,"FURNITURE/FILE RELOCATION FOR COVID RELATED REQUESTS, BROOKLYN",active,2601,167440,ZAR,2022-04-30T00:00:00Z,2022-03-04T00:00:00Z,2022-04-30T00:00:00Z,57,ocds-9t57fa-21450,ocds-9t57fa-21450-2022-02-28T00:00:00Z
390,SCM 051/2021/2022,2022-10-18T08:19:05Z,Preparation of GRAP Compliant Asset Register (2 Years),active,3782,2000000,ZAR,2024-07-18T00:00:00Z,2022-07-19T00:00:00Z,2024-07-18T00:00:00Z,730,ocds-9t57fa-22782,ocds-9t57fa-22782-2022-05-31T00:00:00Z
467,SCM 076/2020/21,2022-11-01T10:49:13Z,Panel of three (3) service providers for supply and delivery of mini substation for a period two (2) years. (Re-advert),active,5536,4059960,ZAR,2024-09-20T00:00:00Z,2022-09-21T00:00:00Z,2024-09-20T00:00:00Z,730,ocds-9t57fa-22803,ocds-9t57fa-22803-2022-05-31T00:00:00Z
181,BS/2020/CON220,2022-06-23T16:43:32Z,Cleaning Services for the cleaning at the Head Office.,active,3150,499000,ZAR,2022-06-30T00:00:00Z,2021-04-01T00:00:00Z,2022-06-30T00:00:00Z,455,ocds-9t57fa-24691,ocds-9t57fa-24691-2021-04-01T00:00:00Z
183,BS/2020/CON221,2022-06-28T12:08:07Z,installation of restroom equipment’s ,active,3169,300000,ZAR,2022-06-30T00:00:00Z,2021-04-01T00:00:00Z,2022-06-30T00:00:00Z,455,ocds-9t57fa-25041,ocds-9t57fa-25041-2021-04-01T00:00:00Z
215,TE 15/2021,2022-07-27T12:58:34Z,TE 15/22021: PROVISION O FPROFESSIONAL SERVICES COMPILATION OF INTEGRATED WASTE MANAGEMENT ANNUAL REPORT AND ,active,3633,346955,ZAR,2024-06-30T00:00:00Z,2021-06-14T00:00:00Z,2024-06-30T00:00:00Z,1112,ocds-9t57fa-27072,ocds-9t57fa-27072-2021-04-23T00:00:00Z
210,4400004177,2022-07-27T08:06:42Z,Day to day Maintenance service for Mthatha office,active,3615,458641,ZAR,2023-06-30T00:00:00Z,2022-07-01T00:00:00Z,2023-06-30T00:00:00Z,364,ocds-9t57fa-27545,ocds-9t57fa-27545-2022-05-03T00:00:00Z
234,4400004192,2022-08-10T12:13:30Z,Annual subscription to the Rode report,active,3890,50,ZAR,2027-06-30T00:00:00Z,2022-07-04T00:00:00Z,2027-06-30T00:00:00Z,1822,ocds-9t57fa-28895,ocds-9t57fa-28895-2022-08-08T00:00:00Z
247,TE 06/2022,2022-08-15T17:26:54Z,"TENDER 06/2022: ELECTRIFICATION OF 172 FORMAL HOUSES AT NKQUBELA, ROBERTSON",active,3954,2857018,ZAR,2023-06-30T00:00:00Z,2022-04-12T00:00:00Z,2023-06-30T00:00:00Z,444,ocds-9t57fa-29610,ocds-9t57fa-29610-2022-02-25T00:00:00Z
331,MM016/2022,2022-09-30T13:34:40Z,"MM016/2022: APPOINTMENT OF A SERVICE PROVIDER FOR THE LAYOUT AND PRINTING OF AN EIGHT-, TWELVE- OR SIXTEEN-PAGE TABLOID ON NEWSPRINT:  TWO EDITIONS - EXTERNAL NEWSPAPER, FOR A PERIOD OF ONE YEAR FROM DATE OF APPOINTMENT, FOR A PERIOD OF ONE YEAR FROM DATE OF APPOINTMENT",active,4765,113357,ZAR,2023-09-22T00:00:00Z,2022-09-23T00:00:00Z,2023-09-22T00:00:00Z,364,ocds-9t57fa-30418,ocds-9t57fa-30418-2022-08-23T00:00:00Z
280,51733,2022-08-29T13:41:10Z,"Payment for legal services rendered by the law firm Lawtons Africa.Lawton represented SALGA in a the SAIL / ARIYAN LEARNING, civil
litigation matter.Invoice number: IN10-103370",active,4174,101953,ZAR,2022-08-29T00:00:00Z,2022-05-03T00:00:00Z,2022-08-29T00:00:00Z,118,ocds-9t57fa-31216,ocds-9t57fa-31216-2022-05-03T00:00:00Z
1331,RFB 2019 03,2023-11-02T14:03:53Z,"Appointment of a s/p for the subscription services legal library comprising of Local Online, Electronic and printed for the DOJ&CD OCJ, Legal Aid South Africa, NPA, SIU and Public Protector for period of three (3) years from 1 October 2020 to 30 September 2023 ",active,4221,65658483,ZAR,2023-12-31T00:00:00Z,2020-10-01T00:00:00Z,2023-12-31T00:00:00Z,1186,ocds-9t57fa-31489,ocds-9t57fa-31489-2021-04-01T00:00:00Z
284,3100031960,2022-09-02T07:31:40Z,Decommissioning of Pretoria North Branch,active,4238,387355,ZAR,2022-09-30T00:00:00Z,2022-08-11T00:00:00Z,2022-09-30T00:00:00Z,50,ocds-9t57fa-31598,ocds-9t57fa-31598-2022-07-26T00:00:00Z
580,2022/10/1027/806/GTAC,2022-12-09T09:46:10Z,"THE APPOINTMENT OF A SERVICE PROVIDER TO DELIVER K2 PLATFORM MAINTENANCE AND SUPPORTING SERVICES FOR THE MFIP PROGRAMME MANAGEMENT
UNIT (PMU)
",active,5429,828000,ZAR,2024-09-30T00:00:00Z,2022-10-20T00:00:00Z,2024-09-30T00:00:00Z,711,ocds-9t57fa-33039,ocds-9t57fa-33039-2022-09-13T00:00:00Z
935,8/2/276ADD,2023-04-18T10:16:22Z,BID FOR THE APPOINTMENT OF A PANEL OF SERVICE PROVIDERS TO BID FOR THE SUPPLY AND DELIVERY OF VARIOUS MAINTENANCE MATERIALS AND COMPONENTS FOR WATER AND SEWER RETICULATIONS WITHIN MIDVAAL LOCAL MUNICIPALITY ON AN AS AND WHEN REQUIRED BASIS FROM DATE OF APPOINTMENT TO 30 JUNE 2024,active,10751,26307309,ZAR,2024-06-30T00:00:00Z,2022-12-15T00:00:00Z,2024-06-30T00:00:00Z,563,ocds-9t57fa-36245,ocds-9t57fa-36245-2022-10-11T00:00:00Z
846,BA030/2022,2023-03-30T08:21:04Z,"SUPPLY, DELIVERY, INSTALLATION AND REPLACEMENT OF WOODEN FLOOR AND OTHER RELATED WORK AT THE SIDE-HALL, GEORGE CIVIC CENTRE",active,9849,60500,ZAR,2023-06-30T00:00:00Z,2023-03-01T00:00:00Z,2023-06-30T00:00:00Z,121,ocds-9t57fa-37072,ocds-9t57fa-37072-2022-10-18T00:00:00Z
421,3100032232,2022-10-24T08:46:09Z,Supply of A1 and A2 poster frames ,active,5399,181600,ZAR,2022-10-14T00:00:00Z,2022-09-29T00:00:00Z,2022-10-14T00:00:00Z,15,ocds-9t57fa-37736,ocds-9t57fa-37736-2022-09-06T00:00:00Z
448,53321,2022-10-28T09:27:36Z,PRINTING & FRAMING SALGA POSTERS FOR SALGA OFFICES (NATIONAL & PROVINCIAL) AND SELECTED MUNICIPALITIES,active,5546,343580,ZAR,2022-10-28T00:00:00Z,2022-09-06T00:00:00Z,2022-10-28T00:00:00Z,52,ocds-9t57fa-38147,ocds-9t57fa-38147-2022-08-29T00:00:00Z
3747,RFP 04/22/23,2025-08-27T12:08:26Z,THE APPOINTMENT OF A SERVICE PROVIDER FOR THE EASTERN CAPE PARKS & TOURISM AGENCY FOR THE MANAGEMENT AND OPERATION OF A HIKING TRAIL IN BAVIAANSKLOOF WORLD HERITAGE SITE FOR A PERIOD OF 10 YEARS.,active,13681,0,ZAR,2031-12-31T00:00:00Z,2024-01-01T00:00:00Z,2031-12-31T00:00:00Z,2921,ocds-9t57fa-42236,ocds-9t57fa-42236-2022-11-29T00:00:00Z
567,3100032258,2022-12-05T12:57:49Z,"SUPPLY AND DELIVER CEILING TILES, ASHLEA GARDENS",active,6483,214000,ZAR,2022-11-30T00:00:00Z,2022-10-04T00:00:00Z,2022-11-30T00:00:00Z,57,ocds-9t57fa-42687,ocds-9t57fa-42687-2022-09-13T00:00:00Z
666,T5/2023,2023-01-26T13:47:23Z,SUPPLY & INSTALLATION OF ACOUSTIC FOAM PANELS,active,7729,104075,ZAR,2023-02-28T00:00:00Z,2023-01-30T00:00:00Z,2023-02-28T00:00:00Z,29,ocds-9t57fa-42745,ocds-9t57fa-42745-2022-12-06T00:00:00Z
592,PO3600028415,2022-12-13T20:20:10Z,"Request for quotation for the day to day - Electrical Maintenance and Services as per attached list.
The request if for Gauteng North offices find attached RFQ.",active,6710,750000,ZAR,2024-10-31T00:00:00Z,2022-11-01T00:00:00Z,2024-10-31T00:00:00Z,730,ocds-9t57fa-43487,ocds-9t57fa-43487-2022-10-04T00:00:00Z
1026,COM049/2022,2023-06-23T10:29:38Z,"COM049/2022: APPOINTMENT OF A CONTRACTOR FOR THE MANUFACTURING AND INSTALLATION OF FABRICATED 36-SEATER STEEL PAVILIONS AT THE OUTENIQUA PARK, TOUWSRANTEN AND THEMBALETHU SPORTS FIELDS",active,12824,1032599,ZAR,2023-09-30T00:00:00Z,2023-06-12T00:00:00Z,2023-09-30T00:00:00Z,110,ocds-9t57fa-43688,ocds-9t57fa-43688-2022-12-15T00:00:00Z
619,54591,2023-01-13T10:59:50Z,"DEVELOPMENT OF A BASELINE REPORT ON THE STATUS QUO OF BUILT ENVIRONMENT, AS WELL AS MANUALS",active,7121,405320,ZAR,2022-12-07T00:00:00Z,2022-12-07T00:00:00Z,2022-12-07T00:00:00Z,0,ocds-9t57fa-44479,ocds-9t57fa-44479-2022-11-21T00:00:00Z
649,ACDP 19/16,2023-01-23T08:22:53Z,RENDERING OF CATERING SERVICES (LEASING OF KITCHEN AND TUCKSHOP) AT TOMPI SELEKA COLLEGE OF AGRICULTURE FOR A PERIOD OF 3 YEARS,active,7321,9539579,ZAR,2024-01-18T00:00:00Z,2021-04-01T00:00:00Z,2024-01-18T00:00:00Z,1022,ocds-9t57fa-45037,ocds-9t57fa-45037-2020-10-09T00:00:00Z
1013,ENG025 OF 2022,2023-06-14T06:53:33Z,PURCHASE OF 6M USED STEEL SHIPPING STORAGE CONTAINERS ,active,12396,199046,ZAR,2023-06-30T00:00:00Z,2023-05-25T00:00:00Z,2023-06-30T00:00:00Z,36,ocds-9t57fa-47110,ocds-9t57fa-47110-2023-02-21T00:00:00Z
813,55466,2023-03-15T07:20:45Z,Municipality IDP Automation Pilot Project,active,9336,700000,ZAR,2023-04-30T00:00:00Z,2023-03-16T00:00:00Z,2023-04-30T00:00:00Z,45,ocds-9t57fa-49116,ocds-9t57fa-49116-2023-01-09T00:00:00Z
818,PO3100032991,2023-03-22T09:27:25Z,Supply and Delivery of 19 Ergonomic Mid Back Chairs - Durban,active,9492,147706,ZAR,2023-05-02T00:00:00Z,2023-03-17T00:00:00Z,2023-05-02T00:00:00Z,46,ocds-9t57fa-49793,ocds-9t57fa-49793-2023-02-14T00:00:00Z
829,3100033244,2023-03-27T10:26:29Z,SUPPLY AND DELIVER HVAC SUPPLIES: BROOKLYN,active,9657,267430,ZAR,2023-04-30T00:00:00Z,2023-03-15T00:00:00Z,2023-04-30T00:00:00Z,46,ocds-9t57fa-50318,ocds-9t57fa-50318-2023-02-27T00:00:00Z
