award_id,award_value,main_ocid,supplier_name,ocid,buyer_name,province,category,method,tender_date,year,month,quarter,contract_value,duration_days,has_contract,log_value,is_peak_month,is_year_end_quarter,duration_years,duration_band,province_quarter,prov_cat_q,supplier_prior_awards,is_new_supplier,buyer_mean,buyer_std,buyer_count,days_since_supplier_last,contract_value_capped,anomaly_flag,log_zscore,is_statistical_outlier,is_quarterly_spike,anomaly_severity
39556,5669143612.0,ocds-9t57fa-93002, (ACCELERATED GROWTH CONSTRUCTION AND PROJECT MANAGEMENT),ocds-9t57fa-93002,Capricorn District Municipality,Limpopo,Services,open,2024-06-14,2024,6,2,5669143612.0,0.0,0,22.45830390500704,0,0,0.0,,Limpopo_Q2,Limpopo_Services_Q2,1,1,1249875730.2791667,2206764106.087176,24,0.0,5669143612.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.9593565528336059,0,0,5
40034,496470525.0,ocds-9t57fa-108631, (ACCENTURE (SOUTH AFRICA)),ocds-9t57fa-108631,Passenger Rail Agency of South Africa,Gauteng,Services,open,2024-11-18,2024,11,4,496470525.0,0.0,0,20.023034676142604,0,1,0.0,,Gauteng_Q4,Gauteng_Services_Q4,1,1,1216768638.5542655,6467308370.820159,198,0.0,496470525.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.1886431348700324,0,0,5
40572,27890000.0,ocds-9t57fa-84504, (ACS TRAINING),ocds-9t57fa-84504,Cape Winelands District Municipality,Western Cape,Services,open,2024-03-11,2024,3,1,27890000.0,0.0,0,17.143778795458815,0,0,0.0,,Western Cape_Q1,Western Cape_Services_Q1,1,1,35263471.291666664,82495982.3746491,24,0.0,27890000.0,Normal,0.11955233585901377,0,0,0
28968,9921395.0,ocds-9t57fa-65974, (ACTIVE PHAMBILI CIVILS),ocds-9t57fa-65974,George Municipality,Western Cape,Works,open,2023-09-05,2023,9,3,9921395.0,364.0,1,16.11020419516656,0,0,0.9965776865160849,6-12mo,Western Cape_Q3,Western Cape_Works_Q3,1,1,14106193.338235294,40647571.59622859,66,0.0,9921395.0,FLAG 7 — Quarterly spend spike (>2× provincial average),0.5717428979640632,0,1,1
38336,7969500.0,ocds-9t57fa-99815, (ACTIVE POWER PROJECTS),ocds-9t57fa-99815,Passenger Rail Agency of South Africa,Gauteng,Works,open,2024-08-27,2024,8,3,7969500.0,0.0,0,15.891132439019623,1,0,0.0,,Gauteng_Q3,Gauteng_Works_Q3,1,1,1216768638.5542655,6467308370.820159,198,0.0,7969500.0,Normal,0.5107442285022716,0,0,0
25816,119769659.0,ocds-9t57fa-59804, (ACTOM),ocds-9t57fa-59804,Western Cape - Health,Western Cape,Services,open,2023-07-10,2023,7,3,119769659.0,0.0,0,18.601080956145342,0,0,0.0,,Western Cape_Q3,Western Cape_Services_Q3,2,0,3063995264.8022223,10237592357.110237,25,0.0,119769659.0,FLAG 7 — Quarterly spend spike (>2× provincial average),0.6078664302230952,0,1,1
44446,1136847219.0,ocds-9t57fa-84537, (ACTOM),ocds-9t57fa-84537,ESKOM,Limpopo,Goods,open,2024-03-11,2024,3,1,1136847219.0,0.0,0,20.851524671534044,0,0,0.0,,Limpopo_Q1,Limpopo_Goods_Q1,2,0,3721916694.204792,16708501926.578915,180,245.0,1136847219.0,FLAG 4 — Mega contract >R200M,1.537926801170388,0,0,3
35822,7250000.0,ocds-9t57fa-79507, (ADAPTIVE DEVELOPMENT CONSULTANT),ocds-9t57fa-79507,Ubuhlebezwe Local Municipality,Kwazulu-Natal,Unknown,open,2024-01-29,2024,1,1,7250000.0,0.0,0,15.796512164761882,0,0,0.0,,Kwazulu-Natal_Q1,Kwazulu-Natal_Unknown_Q1,1,1,285364954.69166666,1019791178.0881436,18,0.0,7250000.0,Normal,0.06065246231505325,0,0,0
30132,253683577.0,ocds-9t57fa-47013, (ADCOCK INGRAM CRITICAL CARE),ocds-9t57fa-47013,Health,National,Goods,open,2023-02-21,2023,2,1,253683577.0,0.0,0,19.351598292478375,0,0,0.0,,National_Q1,National_Goods_Q1,1,1,60555897.44444445,88274756.9026122,9,0.0,253683577.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.7149211294988862,0,0,5
29461,24449534.0,ocds-9t57fa-75623, (ADDSCAPES),ocds-9t57fa-75623,Transnet SOC Ltd,Gauteng,Unknown,open,2023-11-28,2023,11,4,24449534.0,0.0,0,17.012121755299393,0,1,0.0,,Gauteng_Q4,Gauteng_Unknown_Q4,1,1,835776022.8589071,2769998908.7575545,178,0.0,24449534.0,Normal,0.15867232233358658,0,0,0
41840,452116023.0,ocds-9t57fa-104439, (ADENCO CONSTRUCTION),ocds-9t57fa-104439,Stellenbosch Municipality,Western Cape,Works,open,2024-10-12,2024,10,4,452116023.0,0.0,0,19.92944939512268,0,1,0.0,,Western Cape_Q4,Western Cape_Works_Q4,1,1,326755976.0409091,862713285.9275595,66,0.0,452116023.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.8720422578971166,0,0,5
40204,32222952.0,ocds-9t57fa-40183, (ADOFORCE),ocds-9t57fa-40183,Dawid kruiper Local Municipality,Northern Cape,Services,open,2022-11-14,2022,11,4,32222952.0,0.0,0,17.288189582661747,0,1,0.0,,Northern Cape_Q4,Northern Cape_Services_Q4,1,1,68474049.4,68126291.20852633,5,0.0,32222952.0,Normal,0.47518454091589474,0,0,0
30966,7700233.0,ocds-9t57fa-86344, (ADVANCED ARTISAN TRAINING CENTRE),ocds-9t57fa-86344,Limpopo - Department of Community Safety and Transport Management,Limpopo,Unknown,open,2024-03-29,2024,3,1,7700233.0,0.0,0,15.856761275972547,0,0,0.0,,Limpopo_Q1,Limpopo_Unknown_Q1,1,1,3487179114.6363635,11236071933.155186,11,0.0,7700233.0,Normal,0.4174360066812038,0,0,0
28218,1803518.0,ocds-9t57fa-81268, (ADVANCED RADAR COMPANY SOUTH AFRICA),ocds-9t57fa-81268,South African Weather Service,Gauteng,Unknown,open,2024-02-12,2024,2,1,1803518.0,0.0,0,14.405250314340933,0,0,0.0,,Gauteng_Q1,Gauteng_Unknown_Q1,1,1,3611552.70625,3742546.5649804324,8,0.0,1803518.0,Normal,0.9192279993262427,0,0,0
36680,11530510.0,ocds-9t57fa-72251, (ADVENTURE TRAVEL),ocds-9t57fa-72251,Ugu Disctrict Munucipality,Kwazulu-Natal,Services,open,2023-10-31,2023,10,4,11530510.0,0.0,0,16.260507210430564,0,1,0.0,,Kwazulu-Natal_Q4,Kwazulu-Natal_Services_Q4,1,1,2903295178.6,5043134431.592978,5,0.0,11530510.0,Normal,0.11726502392809009,0,0,0
28893,11666666.0,ocds-9t57fa-71441, (ADY EM TECHNICAL),ocds-9t57fa-71441,ESKOM,Limpopo,Services,open,2023-10-23,2023,10,4,11666666.0,0.0,0,16.272246359357005,0,1,0.0,,Limpopo_Q4,Limpopo_Services_Q4,1,1,3721916694.204792,16708501926.578915,180,0.0,11666666.0,Normal,0.36361516591280796,0,0,0
31218,6534294.0,ocds-9t57fa-88830, (AE SOFT),ocds-9t57fa-88830,Transnet SOC Ltd,Kwazulu-Natal,Works,open,2024-04-30,2024,4,2,6534294.0,0.0,0,15.69257501857823,0,0,0.0,,Kwazulu-Natal_Q2,Kwazulu-Natal_Works_Q2,1,1,835776022.8589071,2769998908.7575545,178,0.0,6534294.0,Normal,0.687392229752455,0,0,0
36968,11756450.0,ocds-9t57fa-105285, (AE SOFTWARE SOLUTIONS),ocds-9t57fa-105285,South African Revenue Service,Gauteng,Goods,open,2024-08-26,2024,8,3,11756450.0,0.0,0,16.279912669173996,1,0,0.0,,Gauteng_Q3,Gauteng_Goods_Q3,1,1,47569906.18108911,352511026.62213624,198,0.0,11756450.0,Normal,0.09381434012236922,0,0,0
33488,143659150.0,ocds-9t57fa-80340, (AE SOLUTIONS),ocds-9t57fa-80340,Umgeni Water,Kwazulu-Natal,Services,open,2024-02-05,2024,2,1,143659150.0,0.0,0,18.78295404480647,0,0,0.0,,Kwazulu-Natal_Q1,Kwazulu-Natal_Services_Q1,1,1,363156815.0,847301374.3140585,13,0.0,143659150.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.9394595069419132,0,0,5
31622,817160938.0,ocds-9t57fa-69949, (AECOM SA),ocds-9t57fa-69949,Trans-Caledon Tunnel Authority,Gauteng,Unknown,open,2023-10-10,2023,10,4,817160938.0,0.0,0,20.521346621184833,0,1,0.0,,Gauteng_Q4,Gauteng_Unknown_Q4,1,1,293812379.4444444,368497647.13753754,8,0.0,817160938.0,"FLAG 3 — Single large award, no prior history (>R50M)",1.60968158665076,0,0,5
27760,3643009.0,ocds-9t57fa-68418, (AFAT PROJECTS),ocds-9t57fa-68418,ESKOM,Limpopo,Services,open,2023-09-26,2023,9,3,3643009.0,0.0,0,15.108320820977326,0,0,0.0,,Limpopo_Q3,Limpopo_Services_Q3,1,1,3721916694.204792,16708501926.578915,180,0.0,3643009.0,Normal,0.8006893587133497,0,0,0
32139,9150904.0,ocds-9t57fa-66094, (AFMS GROUP),ocds-9t57fa-66094,ESKOM,Gauteng,Services,open,2023-09-05,2023,9,3,9150904.0,0.0,0,16.029363339464545,0,0,0.0,,Gauteng_Q3,Gauteng_Services_Q3,1,1,3721916694.204792,16708501926.578915,180,0.0,9150904.0,Normal,0.359216257041306,0,0,0
40103,15956250.0,ocds-9t57fa-110042, (AFRI TRAINING INSTITUTE),ocds-9t57fa-110042,National Lotteries Commission,National,Unknown,open,2024-12-02,2024,12,4,15956250.0,0.0,0,16.585361222643296,0,1,0.0,,National_Q4,National_Unknown_Q4,1,1,234158178.4375,587965115.7451321,16,0.0,15956250.0,Normal,0.09778662597803867,0,0,0
31850,2651000.0,ocds-9t57fa-68899, (AFRICA,ocds-9t57fa-68899,Broadband Infraco SOC,National,Services,open,2023-11-07,2023,11,4,2651000.0,0.0,0,14.790447862487236,0,1,0.0,,National_Q4,National_Services_Q4,1,1,130199687.375,244129362.29645315,7,0.0,2651000.0,Normal,0.6468891913360757,0,0,0
28680,3578432.0,ocds-9t57fa-78293, (AFRICA ANALYSIS SA),ocds-9t57fa-78293,Development Bank of Southern Africa,National,Services,open,2024-01-16,2024,1,1,3578432.0,0.0,0,15.090435553056912,0,0,0.0,,National_Q1,National_Services_Q1,1,1,5009567026.928776,27746239685.887093,46,0.0,3578432.0,Normal,0.5432409957614355,0,0,0
29113,598000.0,ocds-9t57fa-78762, (AFRICA CHARTERED MANAGERS),ocds-9t57fa-78762,Accounting Standards Board,Gauteng,Unknown,open,2024-01-22,2024,1,1,598000.0,0.0,0,13.301347705172173,0,0,0.0,,Gauteng_Q1,Gauteng_Unknown_Q1,1,1,598000.0,,1,0.0,598000.0,Normal,1.3756743582869455,0,0,0
37237,108368884.0,ocds-9t57fa-97362, (AFRICAN CONSULTING SURVEYORS),ocds-9t57fa-97362,Stellenbosch Municipality,Western Cape,Unknown,open,2024-08-03,2024,8,3,108368884.0,0.0,0,18.501051567020927,1,0,0.0,,Western Cape_Q3,Western Cape_Unknown_Q3,1,1,326755976.0409091,862713285.9275595,66,0.0,108368884.0,FLAG 7 — Quarterly spend spike (>2× provincial average),0.8573740084763377,0,1,1
25768,202400.0,ocds-9t57fa-79641, (AFRICAN DEVELOPMENT PLANNING CONSULTANTS),ocds-9t57fa-79641,South African Local Government Association,Gauteng,Unknown,open,2024-01-29,2024,1,1,202400.0,8.0,1,12.218006157094704,0,0,0.02190280629705681,<3mo,Gauteng_Q1,Gauteng_Unknown_Q1,1,1,65579374.14539131,453486405.6170108,114,0.0,202400.0,Normal,1.8236190420151248,0,0,0
31725,3801588.0,ocds-9t57fa-73039, (AFRICAN MARINE SOLUTIONS GROUP),ocds-9t57fa-73039,PetroSA,Western Cape,Unknown,open,2023-11-07,2023,11,4,3801588.0,0.0,0,15.150929695187703,0,1,0.0,,Western Cape_Q4,Western Cape_Unknown_Q4,2,0,178200357.1,646460131.901998,18,0.0,3801588.0,Normal,0.4539809123042107,0,0,0
31320,3801588.0,ocds-9t57fa-73039, (AFRICAN MARINE SOLUTIONS GROUP),ocds-9t57fa-73039,PetroSA,Western Cape,Unknown,open,2023-11-07,2023,11,4,3801588.0,0.0,0,15.150929695187703,0,1,0.0,,Western Cape_Q4,Western Cape_Unknown_Q4,2,0,178200357.1,646460131.901998,18,0.0,3801588.0,Normal,0.4539809123042107,0,0,0
37013,5977550.0,ocds-9t57fa-100504, (AFRICAN WEALTH EMPOWERMENT NETWORK (AWEN)),ocds-9t57fa-100504,The Playhouse Company,Kwazulu-Natal,Works,open,2024-09-02,2024,9,3,5977550.0,0.0,0,15.6035215102732,0,0,0.0,,Kwazulu-Natal_Q3,Kwazulu-Natal_Works_Q3,2,0,8747112.2,4489287.05844193,5,0.0,5977550.0,Normal,0.7234237059062646,0,0,0
39851,3487500.0,ocds-9t57fa-108751, (AFRICAN WEALTH EMPOWERMENT NETWORK (AWEN)),ocds-9t57fa-108751,KZN Growth Fund Trust,Kwazulu-Natal,Works,open,2024-11-19,2024,11,4,3487500.0,0.0,0,15.06469599185007,0,1,0.0,,Kwazulu-Natal_Q4,Kwazulu-Natal_Works_Q4,2,0,14364045.25,14397539.505125111,12,78.0,3487500.0,Normal,0.9414350924046737,0,0,0
35281,4320000.0,ocds-9t57fa-90082, (AFRICAN WEB SCIENCE),ocds-9t57fa-90082,Medical Research Council of South Africa,Western Cape,Unknown,open,2024-05-14,2024,5,2,4320000.0,0.0,0,15.278766191701747,0,0,0.0,,Western Cape_Q2,Western Cape_Unknown_Q2,2,0,484969547.8235294,1049378759.8183091,16,0.0,4320000.0,Normal,0.40394123459323134,0,0,0
35282,4320000.0,ocds-9t57fa-90083, (AFRICAN WEB SCIENCE),ocds-9t57fa-90083,Medical Research Council of South Africa,Western Cape,Unknown,open,2024-05-14,2024,5,2,4320000.0,0.0,0,15.278766191701747,0,0,0.0,,Western Cape_Q2,Western Cape_Unknown_Q2,2,0,484969547.8235294,1049378759.8183091,16,0.0,4320000.0,Normal,0.40394123459323134,0,0,0
39152,5316000.0,ocds-9t57fa-91254, (AFRICANNA DISCOVERY TRAVEL),ocds-9t57fa-91254,PetroSA,Limpopo,Services,open,2024-05-27,2024,5,2,5316000.0,0.0,0,15.486231886926618,0,0,0.0,,Limpopo_Q2,Limpopo_Services_Q2,1,1,178200357.1,646460131.901998,18,0.0,5316000.0,Normal,0.6587772099945218,0,0,0
33310,1049375.0,ocds-9t57fa-88863, (AFRICLIMATE SOLUTIONS),ocds-9t57fa-88863,South African National Parks,National,Unknown,open,2024-04-30,2024,4,2,1049375.0,0.0,0,13.863706259761672,0,0,0.0,,National_Q2,National_Unknown_Q2,1,1,368851082.75,709372785.260936,20,0.0,1049375.0,Normal,1.1846935474633682,0,0,0
38488,29845950.0,ocds-9t57fa-64386, (AFRISAND AND AGGREGATE SUPPLIES),ocds-9t57fa-64386,Kwazulu Natal - Transport,Kwazulu-Natal,Works,open,2023-08-22,2023,8,3,29845950.0,0.0,0,17.211559743711163,1,0,0.0,,Kwazulu-Natal_Q3,Kwazulu-Natal_Works_Q3,1,1,427071300.3982301,1657954822.842681,112,0.0,29845950.0,Normal,0.07280373185565701,0,0,0
28745,70000000.0,ocds-9t57fa-77077, (AFRITECH INSTRUMENTATION),ocds-9t57fa-77077,National Treasury,Gauteng,Services,open,2023-12-12,2023,12,4,70000000.0,0.0,0,18.064005814299346,0,1,0.0,,Gauteng_Q4,Gauteng_Services_Q4,1,1,5186088697.428572,17188261870.82385,15,0.0,70000000.0,"FLAG 3 — Single large award, no prior history (>R50M)",0.42936652765884925,0,0,5
40371,733211.0,ocds-9t57fa-38519, (AFRO,ocds-9t57fa-38519,Rand Water,Gauteng,Goods,open,2022-10-31,2022,10,4,733211.0,0.0,0,13.505190161425867,0,1,0.0,,Gauteng_Q4,Gauteng_Goods_Q4,1,1,315043261.5,552988827.8040116,10,0.0,733211.0,Normal,1.1167730367541244,0,0,0
29459,45762099.0,ocds-9t57fa-87558, (AFROCENTRIC INTELLECTUAL PROPERTY),ocds-9t57fa-87558,Limpopo - Office of the Premier,Limpopo,Unknown,open,2024-04-15,2024,4,2,45762099.0,0.0,0,17.63896679559122,0,0,0.0,,Limpopo_Q2,Limpopo_Unknown_Q2,1,1,947465040.25,914131690.1051406,4,0.0,45762099.0,Normal,0.33635998907580544,0,0,0
27083,79072208.0,ocds-9t57fa-57741, (AFROSTRUCTURES),ocds-9t57fa-57741,Ethekwini Metropolitan Municipality,Kwazulu-Natal,Works,open,2023-06-19,2023,6,2,73666325.0,414.0,1,18.115056346368835,0,0,1.1334702258726899,1-2yr,Kwazulu-Natal_Q2,Kwazulu-Natal_Works_Q2,2,0,446038681.48571426,1659933249.510804,96,0.0,73666325.0,Normal,0.2927553226197879,0,0,0
27083,79072208.0,ocds-9t57fa-57741, (AFROSTRUCTURES),ocds-9t57fa-57741,Ethekwini Metropolitan Municipality,Kwazulu-Natal,Works,open,2023-06-19,2023,6,2,73666325.0,489.0,1,18.115056346368835,0,0,1.3388090349075976,1-2yr,Kwazulu-Natal_Q2,Kwazulu-Natal_Works_Q2,2,0,446038681.48571426,1659933249.510804,96,0.0,73666325.0,Normal,0.2927553226197879,0,0,0
